time,daylight_seconds
1987-08-26,40260
1987-08-27,40380
1987-08-28,40560
1987-08-29,40620
1987-08-30,40740
1987-08-31,40800
1987-09-01,40920
1987-09-02,41100
1987-09-03,41160
1987-09-04,41280
1987-09-05,41460
1987-09-06,41520
1987-09-07,41640
1987-09-08,41700
1987-09-09,41880
1987-09-10,42000
1987-09-11,42060
1987-09-12,42240
1987-09-13,42360
1987-09-14,42420
1987-09-15,42600
1987-09-16,42660
1987-09-17,42780
1987-09-18,42960
1987-09-19,43020
1987-09-20,43140
1987-09-21,43320
1987-09-22,43380
1987-09-23,43500
1987-09-24,43680
1987-09-25,43740
1987-09-26,43860
1987-09-27,44040
1987-09-28,44100
1987-09-29,44220
1987-09-30,44340
1987-10-01,44460
1987-10-02,44580
1987-10-03,44760
1987-10-04,44820
1987-10-05,44940
1987-10-06,45120
1987-10-07,45180
1987-10-08,45300
1987-10-09,45420
1987-10-10,45540
1987-10-11,45660
1987-10-12,45780
1987-10-13,45900
1987-10-14,46020
1987-10-15,46140
1987-10-16,46260
1987-10-17,46380
1987-10-18,46440
1987-10-19,46620
1987-10-20,46740
1987-10-21,46860
1987-10-22,46980
1987-10-23,47040
1987-10-24,47160
1987-10-25,47280
1987-10-26,47400
1987-10-27,47520
1987-10-28,47580
1987-10-29,47700
1987-10-30,47820
1987-10-31,47940
1987-11-01,48060
1987-11-02,48180
1987-11-03,48300
1987-11-04,48360
1987-11-05,48480
1987-11-06,48540
1987-11-07,48660
1987-11-08,48780
1987-11-09,48900
1987-11-10,49020
1987-11-11,49080
1987-11-12,49200
1987-11-13,49260
1987-11-14,49320
1987-11-15,49440
1987-11-16,49500
1987-11-17,49620
1987-11-18,49680
1987-11-19,49800
1987-11-20,49860
1987-11-21,49980
1987-11-22,50040
1987-11-23,50160
1987-11-24,50220
1987-11-25,50220
1987-11-26,50340
1987-11-27,50400
1987-11-28,50460
1987-11-29,50520
1987-11-30,50580
1987-12-01,50700
1987-12-02,50760
1987-12-03,50760
1987-12-04,50820
1987-12-05,50880
1987-12-06,50940
1987-12-07,51000
1987-12-08,51000
1987-12-09,51060
1987-12-10,51060
1987-12-11,51120
1987-12-12,51120
1987-12-13,51180
1987-12-14,51240
1987-12-15,51180
1987-12-16,51240
1987-12-17,51300
1987-12-18,51240
1987-12-19,51300
1987-12-20,51240
1987-12-21,51300
1987-12-22,51240
1987-12-23,51300
1987-12-24,51240
1987-12-25,51300
1987-12-26,51240
1987-12-27,51240
1987-12-28,51240
1987-12-29,51180
1987-12-30,51180
1987-12-31,51180
1988-01-01,51120
1988-01-02,51120
1988-01-03,51060
1988-01-04,51000
1988-01-05,50940
1988-01-06,50940
1988-01-07,50940
1988-01-08,50880
1988-01-09,50820
1988-01-10,50760
1988-01-11,50640
1988-01-12,50580
1988-01-13,50520
1988-01-14,50520
1988-01-15,50460
1988-01-16,50400
1988-01-17,50280
1988-01-18,50220
1988-01-19,50160
1988-01-20,50040
1988-01-21,49980
1988-01-22,49920
1988-01-23,49800
1988-01-24,49740
1988-01-25,49620
1988-01-26,49560
1988-01-27,49440
1988-01-28,49380
1988-01-29,49260
1988-01-30,49200
1988-01-31,49140
1988-02-01,49020
1988-02-02,48960
1988-02-03,48840
1988-02-04,48720
1988-02-05,48600
1988-02-06,48540
1988-02-07,48420
1988-02-08,48300
1988-02-09,48180
1988-02-10,48060
1988-02-11,47940
1988-02-12,47820
1988-02-13,47700
1988-02-14,47640
1988-02-15,47520
1988-02-16,47400
1988-02-17,47280
1988-02-18,47160
1988-02-19,47040
1988-02-20,46920
1988-02-21,46800
1988-02-22,46740
1988-02-23,46620
1988-02-24,46500
1988-02-25,46380
1988-02-26,46260
1988-02-27,46140
1988-02-28,46020
1988-02-29,45900
1988-03-01,45780
1988-03-02,45660
1988-03-03,45540
1988-03-04,45420
1988-03-05,45300
1988-03-06,45180
1988-03-07,45060
1988-03-08,44940
1988-03-09,44820
1988-03-10,44700
1988-03-11,44580
1988-03-12,44460
1988-03-13,44340
1988-03-14,44220
1988-03-15,44040
1988-03-16,43980
1988-03-17,43860
1988-03-18,43740
1988-03-19,43560
1988-03-20,43500
1988-03-21,43380
1988-03-22,43200
1988-03-23,43140
1988-03-24,43020
1988-03-25,42840
1988-03-26,42780
1988-03-27,42660
1988-03-28,42540
1988-03-29,42360
1988-03-30,42300
1988-03-31,42180
1988-04-01,42000
1988-04-02,41940
1988-04-03,41820
1988-04-04,41700
1988-04-05,41580
1988-04-06,41460
1988-04-07,41340
1988-04-08,41280
1988-04-09,41100
1988-04-10,40980
1988-04-11,40860
1988-04-12,40800
1988-04-13,40620
1988-04-14,40500
1988-04-15,40440
1988-04-16,40320
1988-04-17,40200
1988-04-18,40140
1988-04-19,40020
1988-04-20,39840
1988-04-21,39720
1988-04-22,39660
1988-04-23,39540
1988-04-24,39420
1988-04-25,39360
1988-04-26,39240
1988-04-27,39120
1988-04-28,39060
1988-04-29,38940
1988-04-30,38820
1988-05-01,38700
1988-05-02,38640
1988-05-03,38520
1988-05-04,38400
1988-05-05,38340
1988-05-06,38280
1988-05-07,38160
1988-05-08,38040
1988-05-09,37980
1988-05-10,37860
1988-05-11,37800
1988-05-12,37740
1988-05-13,37620
1988-05-14,37560
1988-05-15,37500
1988-05-16,37380
1988-05-17,37320
1988-05-18,37200
1988-05-19,37140
1988-05-20,37080
1988-05-21,36960
1988-05-22,36960
1988-05-23,36840
1988-05-24,36780
1988-05-25,36720
1988-05-26,36660
1988-05-27,36660
1988-05-28,36540
1988-05-29,36480
1988-05-30,36480
1988-05-31,36360
1988-06-01,36360
1988-06-02,36300
1988-06-03,36300
1988-06-04,36240
1988-06-05,36180
1988-06-06,36120
1988-06-07,36120
1988-06-08,36060
1988-06-09,36060
1988-06-10,36000
1988-06-11,36000
1988-06-12,35940
1988-06-13,35940
1988-06-14,35940
1988-06-15,35880
1988-06-16,35880
1988-06-17,35940
1988-06-18,35880
1988-06-19,35880
1988-06-20,35880
1988-06-21,35880
1988-06-22,35880
1988-06-23,35880
1988-06-24,35880
1988-06-25,35880
1988-06-26,35940
1988-06-27,35940
1988-06-28,35940
1988-06-29,36000
1988-06-30,36000
1988-07-01,36060
1988-07-02,36060
1988-07-03,36060
1988-07-04,36120
1988-07-05,36120
1988-07-06,36180
1988-07-07,36180
1988-07-08,36240
1988-07-09,36300
1988-07-10,36360
1988-07-11,36360
1988-07-12,36480
1988-07-13,36540
1988-07-14,36540
1988-07-15,36660
1988-07-16,36660
1988-07-17,36720
1988-07-18,36780
1988-07-19,36840
1988-07-20,36960
1988-07-21,36960
1988-07-22,37080
1988-07-23,37140
1988-07-24,37200
1988-07-25,37320
1988-07-26,37380
1988-07-27,37440
1988-07-28,37560
1988-07-29,37560
1988-07-30,37680
1988-07-31,37800
1988-08-01,37860
1988-08-02,37920
1988-08-03,38040
1988-08-04,38100
1988-08-05,38220
1988-08-06,38340
1988-08-07,38400
1988-08-08,38520
1988-08-09,38640
1988-08-10,38700
1988-08-11,38760
1988-08-12,38880
1988-08-13,38940
1988-08-14,39120
1988-08-15,39240
1988-08-16,39300
1988-08-17,39420
1988-08-18,39540
1988-08-19,39600
1988-08-20,39720
1988-08-21,39840
1988-08-22,39900
1988-08-23,40020
1988-08-24,40200
1988-08-25,40260
1988-08-26,40380
1988-08-27,40440
1988-08-28,40560
1988-08-29,40740
1988-08-30,40800
1988-08-31,40920
1988-09-01,41040
1988-09-02,41160
1988-09-03,41280
1988-09-04,41340
1988-09-05,41520
1988-09-06,41640
1988-09-07,41700
1988-09-08,41820
1988-09-09,42000
1988-09-10,42060
1988-09-11,42180
1988-09-12,42300
1988-09-13,42420
1988-09-14,42540
1988-09-15,42660
1988-09-16,42780
1988-09-17,42900
1988-09-18,43020
1988-09-19,43140
1988-09-20,43200
1988-09-21,43380
1988-09-22,43500
1988-09-23,43560
1988-09-24,43740
1988-09-25,43860
1988-09-26,43920
1988-09-27,44100
1988-09-28,44220
1988-09-29,44280
1988-09-30,44460
1988-10-01,44580
1988-10-02,44640
1988-10-03,44820
1988-10-04,44940
1988-10-05,45000
1988-10-06,45180
1988-10-07,45300
1988-10-08,45420
1988-10-09,45480
1988-10-10,45660
1988-10-11,45780
1988-10-12,45840
1988-10-13,45960
1988-10-14,46140
1988-10-15,46260
1988-10-16,46320
1988-10-17,46440
1988-10-18,46560
1988-10-19,46680
1988-10-20,46860
1988-10-21,46920
1988-10-22,47040
1988-10-23,47160
1988-10-24,47280
1988-10-25,47400
1988-10-26,47460
1988-10-27,47580
1988-10-28,47700
1988-10-29,47820
1988-10-30,47940
1988-10-31,48060
1988-11-01,48120
1988-11-02,48240
1988-11-03,48360
1988-11-04,48420
1988-11-05,48540
1988-11-06,48660
1988-11-07,48780
1988-11-08,48900
1988-11-09,48960
1988-11-10,49020
1988-11-11,49140
1988-11-12,49200
1988-11-13,49320
1988-11-14,49440
1988-11-15,49500
1988-11-16,49620
1988-11-17,49680
1988-11-18,49800
1988-11-19,49860
1988-11-20,49980
1988-11-21,50040
1988-11-22,50100
1988-11-23,50160
1988-11-24,50220
1988-11-25,50340
1988-11-26,50400
1988-11-27,50460
1988-11-28,50520
1988-11-29,50580
1988-11-30,50640
1988-12-01,50700
1988-12-02,50760
1988-12-03,50820
1988-12-04,50880
1988-12-05,50940
1988-12-06,50940
1988-12-07,51000
1988-12-08,51060
1988-12-09,51060
1988-12-10,51060
1988-12-11,51120
1988-12-12,51180
1988-12-13,51240
1988-12-14,51180
1988-12-15,51240
1988-12-16,51240
1988-12-17,51240
1988-12-18,51300
1988-12-19,51240
1988-12-20,51300
1988-12-21,51300
1988-12-22,51300
1988-12-23,51240
1988-12-24,51300
1988-12-25,51240
1988-12-26,51240
1988-12-27,51240
1988-12-28,51180
1988-12-29,51180
1988-12-30,51180
1988-12-31,51120
1989-01-01,51120
1989-01-02,51060
1989-01-03,51000
1989-01-04,50940
1989-01-05,51000
1989-01-06,50940
1989-01-07,50880
1989-01-08,50820
1989-01-09,50760
1989-01-10,50640
1989-01-11,50640
1989-01-12,50580
1989-01-13,50520
1989-01-14,50460
1989-01-15,50400
1989-01-16,50280
1989-01-17,50220
1989-01-18,50160
1989-01-19,50100
1989-01-20,49980
1989-01-21,49920
1989-01-22,49800
1989-01-23,49740
1989-01-24,49680
1989-01-25,49620
1989-01-26,49500
1989-01-27,49440
1989-01-28,49320
1989-01-29,49260
1989-01-30,49140
1989-01-31,49020
1989-02-01,48960
1989-02-02,48840
1989-02-03,48720
1989-02-04,48600
1989-02-05,48540
1989-02-06,48420
1989-02-07,48300
1989-02-08,48180
1989-02-09,48060
1989-02-10,47940
1989-02-11,47940
1989-02-12,47820
1989-02-13,47700
1989-02-14,47580
1989-02-15,47460
1989-02-16,47340
1989-02-17,47220
1989-02-18,47100
1989-02-19,46980
1989-02-20,46920
1989-02-21,46740
1989-02-22,46620
1989-02-23,46500
1989-02-24,46380
1989-02-25,46260
1989-02-26,46200
1989-02-27,46080
1989-02-28,45900
1989-03-01,45780
1989-03-02,45660
1989-03-03,45600
1989-03-04,45480
1989-03-05,45300
1989-03-06,45180
1989-03-07,45060
1989-03-08,45000
1989-03-09,44820
1989-03-10,44700
1989-03-11,44580
1989-03-12,44520
1989-03-13,44340
1989-03-14,44220
1989-03-15,44160
1989-03-16,43980
1989-03-17,43860
1989-03-18,43740
1989-03-19,43680
1989-03-20,43500
1989-03-21,43380
1989-03-22,43320
1989-03-23,43140
1989-03-24,43020
1989-03-25,42900
1989-03-26,42780
1989-03-27,42660
1989-03-28,42540
1989-03-29,42480
1989-03-30,42300
1989-03-31,42180
1989-04-01,42120
1989-04-02,41940
1989-04-03,41820
1989-04-04,41700
1989-04-05,41640
1989-04-06,41460
1989-04-07,41340
1989-04-08,41280
1989-04-09,41160
1989-04-10,40980
1989-04-11,40920
1989-04-12,40800
1989-04-13,40680
1989-04-14,40620
1989-04-15,40440
1989-04-16,40320
1989-04-17,40200
1989-04-18,40140
1989-04-19,40020
1989-04-20,39900
1989-04-21,39840
1989-04-22,39660
1989-04-23,39540
1989-04-24,39480
1989-04-25,39360
1989-04-26,39240
1989-04-27,39120
1989-04-28,39060
1989-04-29,38940
1989-04-30,38820
1989-05-01,38760
1989-05-02,38640
1989-05-03,38520
1989-05-04,38460
1989-05-05,38400
1989-05-06,38280
1989-05-07,38160
1989-05-08,38100
1989-05-09,37980
1989-05-10,37920
1989-05-11,37800
1989-05-12,37740
1989-05-13,37620
1989-05-14,37560
1989-05-15,37500
1989-05-16,37380
1989-05-17,37320
1989-05-18,37260
1989-05-19,37200
1989-05-20,37080
1989-05-21,37020
1989-05-22,36960
1989-05-23,36840
1989-05-24,36840
1989-05-25,36780
1989-05-26,36660
1989-05-27,36660
1989-05-28,36540
1989-05-29,36540
1989-05-30,36480
1989-05-31,36360
1989-06-01,36360
1989-06-02,36300
1989-06-03,36300
1989-06-04,36240
1989-06-05,36180
1989-06-06,36120
1989-06-07,36120
1989-06-08,36060
1989-06-09,36060
1989-06-10,36000
1989-06-11,36000
1989-06-12,35940
1989-06-13,35940
1989-06-14,35940
1989-06-15,35880
1989-06-16,35880
1989-06-17,35880
1989-06-18,35880
1989-06-19,35880
1989-06-20,35880
1989-06-21,35880
1989-06-22,35880
1989-06-23,35880
1989-06-24,35880
1989-06-25,35880
1989-06-26,35940
1989-06-27,35940
1989-06-28,35940
1989-06-29,36000
1989-06-30,36000
1989-07-01,36000
1989-07-02,36060
1989-07-03,36060
1989-07-04,36120
1989-07-05,36120
1989-07-06,36180
1989-07-07,36180
1989-07-08,36240
1989-07-09,36300
1989-07-10,36360
1989-07-11,36360
1989-07-12,36420
1989-07-13,36480
1989-07-14,36540
1989-07-15,36600
1989-07-16,36660
1989-07-17,36720
1989-07-18,36780
1989-07-19,36840
1989-07-20,36960
1989-07-21,36960
1989-07-22,37080
1989-07-23,37080
1989-07-24,37200
1989-07-25,37260
1989-07-26,37320
1989-07-27,37440
1989-07-28,37500
1989-07-29,37560
1989-07-30,37680
1989-07-31,37800
1989-08-01,37800
1989-08-02,37920
1989-08-03,38040
1989-08-04,38100
1989-08-05,38220
1989-08-06,38340
1989-08-07,38340
1989-08-08,38460
1989-08-09,38580
1989-08-10,38640
1989-08-11,38760
1989-08-12,38880
1989-08-13,38940
1989-08-14,39060
1989-08-15,39180
1989-08-16,39240
1989-08-17,39360
1989-08-18,39480
1989-08-19,39600
1989-08-20,39720
1989-08-21,39780
1989-08-22,39900
1989-08-23,40020
1989-08-24,40080
1989-08-25,40260
1989-08-26,40380
1989-08-27,40440
1989-08-28,40560
1989-08-29,40680
1989-08-30,40800
1989-08-31,40920
1989-09-01,40980
1989-09-02,41100
1989-09-03,41280
1989-09-04,41340
1989-09-05,41460
1989-09-06,41640
1989-09-07,41700
1989-09-08,41820
1989-09-09,41880
1989-09-10,42060
1989-09-11,42180
1989-09-12,42240
1989-09-13,42420
1989-09-14,42540
1989-09-15,42600
1989-09-16,42780
1989-09-17,42840
1989-09-18,42960
1989-09-19,43140
1989-09-20,43200
1989-09-21,43320
1989-09-22,43500
1989-09-23,43560
1989-09-24,43740
1989-09-25,43860
1989-09-26,43920
1989-09-27,44100
1989-09-28,44220
1989-09-29,44280
1989-09-30,44400
1989-10-01,44580
1989-10-02,44640
1989-10-03,44760
1989-10-04,44940
1989-10-05,45000
1989-10-06,45120
1989-10-07,45300
1989-10-08,45360
1989-10-09,45480
1989-10-10,45600
1989-10-11,45780
1989-10-12,45840
1989-10-13,45960
1989-10-14,46080
1989-10-15,46140
1989-10-16,46320
1989-10-17,46440
1989-10-18,46560
1989-10-19,46680
1989-10-20,46740
1989-10-21,46860
1989-10-22,46980
1989-10-23,47160
1989-10-24,47280
1989-10-25,47340
1989-10-26,47460
1989-10-27,47580
1989-10-28,47700
1989-10-29,47820
1989-10-30,47940
1989-10-31,48000
1989-11-01,48120
1989-11-02,48180
1989-11-03,48300
1989-11-04,48420
1989-11-05,48540
1989-11-06,48660
1989-11-07,48780
1989-11-08,48780
1989-11-09,48900
1989-11-10,49020
1989-11-11,49140
1989-11-12,49200
1989-11-13,49320
1989-11-14,49440
1989-11-15,49500
1989-11-16,49620
1989-11-17,49680
1989-11-18,49800
1989-11-19,49800
1989-11-20,49920
1989-11-21,49980
1989-11-22,50040
1989-11-23,50160
1989-11-24,50220
1989-11-25,50280
1989-11-26,50400
1989-11-27,50460
1989-11-28,50520
1989-11-29,50520
1989-11-30,50580
1989-12-01,50700
1989-12-02,50760
1989-12-03,50820
1989-12-04,50880
1989-12-05,50880
1989-12-06,50940
1989-12-07,51000
1989-12-08,51060
1989-12-09,51060
1989-12-10,51060
1989-12-11,51120
1989-12-12,51180
1989-12-13,51180
1989-12-14,51180
1989-12-15,51240
1989-12-16,51240
1989-12-17,51240
1989-12-18,51240
1989-12-19,51300
1989-12-20,51300
1989-12-21,51300
1989-12-22,51300
1989-12-23,51300
1989-12-24,51240
1989-12-25,51300
1989-12-26,51240
1989-12-27,51240
1989-12-28,51240
1989-12-29,51180
1989-12-30,51120
1989-12-31,51180
